SimulationYear,CalendarYear,IgnitionAttempts,Fires,LightningFires,AccidentalFires,CellsBurned,AreaBurnedHa,LargestFireHa,FractionHighSeverity,FractionCrownFire,FirstFireDay,LastFireDay,BiomassKilledMg,ConsumptionMg,PM25Mg,CO2Mg,FiresContained,MeanFWI,MaxFWI,
1, 2017, 1, 1, 0, 1, 197, 159.6, 159.6, 0.51, 0.87, 242, 242, 9658, 9261, 200, 13850, 1, 9.2, 38.2, 
2, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4, 25.2, 
3, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11.8, 42.8, 
4, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 19.7, 
5, 2017, 1, 1, 1, 0, 1, 0.8, 0.8, 0, 0, 193, 193, 11, 17, 0.4, 25, 0, 4.4, 18.3, 
6, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.1, 30.2, 
7, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.9, 29, 
8, 2017, 2, 2, 1, 1, 618, 500.6, 323.2, 0.52, 0.89, 180, 234, 64574, 33802, 691.2, 51215, 2, 9.6, 33.7, 
9, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4, 25.2, 
10, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6, 25.3, 
11, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7, 21.3, 
12, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.1, 25.5, 
13, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 17.4, 
14, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8, 34.1, 
15, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 19.7, 
16, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 1, 264, 264, 7, 34, 0.7, 51, 1, 4.4, 25.2, 
17, 2017, 4, 4, 1, 3, 8, 6.5, 4.1, 0, 0.38, 212, 276, 350, 301, 6.2, 455, 3, 6.5, 43.2, 
18, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5, 30.5, 
19, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 14.2, 
20, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5, 30.5, 
21, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 236, 236, 5, 15, 0.3, 22, 0, 6.5, 43.2, 
22, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6, 33.7, 
23, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.5, 43.2, 
24, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 14.2, 
25, 2017, 1, 1, 0, 1, 3, 2.4, 2.4, 1, 1, 241, 241, 393, 128, 2.4, 197, 1, 6.1, 25.5, 
26, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1, 46.9, 
27, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 17.4, 
28, 2017, 3, 3, 1, 2, 93, 75.3, 73.7, 0.61, 0.95, 201, 262, 12065, 5538, 110.5, 8438, 3, 7.9, 29, 
29, 2017, 2, 2, 0, 2, 10, 8.1, 7.3, 0.3, 0.8, 200, 303, 1030, 493, 9.5, 756, 1, 7.8, 29.6, 
30, 2017, 1, 1, 1, 0, 1, 0.8, 0.8, 0, 0, 187, 187, 29, 35, 0.7, 52, 0, 6.8, 28.5, 
31, 2017, 1, 1, 0, 1, 7, 5.7, 5.7, 0.43, 1, 264, 264, 551, 295, 6.3, 443, 1, 7.9, 29, 
32, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4, 25.2, 
33, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7, 19.9, 
34, 2017, 1, 1, 1, 0, 1, 0.8, 0.8, 0, 0, 270, 270, 19, 32, 0.7, 48, 0, 2.8, 14.2, 
35, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5, 30.5, 
36, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5, 30.5, 
37, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 1, 241, 241, 14, 16, 0.4, 24, 1, 4.4, 18.3, 
38, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9, 25.7, 
39, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 17.4, 
40, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 295, 295, 1, 5, 0.1, 7, 0, 2.5, 19.7, 
