EventID,SimulationYear,CalendarYear,Cause,IgnitionDay,IgnitionRow,IgnitionColumn,Ecoregion,IgnitionFWI,DaysActive,EndDay,EndReason,Cells,AreaHa,MeanRos,MaxRos,MeanIntensity,MaxIntensity,MaxFlameLength,FractionSurface,FractionPassive,FractionActive,MeanCanopyMortality,FractionHighSeverity,CohortsKilled,CohortsPartial,BiomassKilledMg,ConsumptionMg,SurfaceConsumptionMg,DuffConsumptionMg,CanopyConsumptionMg,PM25Mg,CO2Mg,PeakDay,PeakDayFWI,
1, 1, 2020, Lightning, 242, 422, 391, eco16, 18.6, 22, 263, Weather, 2928, 2371.7, 3.33, 36.99, 2078, 81156, 49.9, 0.41, 0.58, 0.01, 0.28, 0.19, 7128, 32068, 87154.8, 139491.4, 103943.4, 26065.9, 9482.1, 3026.29, 208371.9, 261, 23.8, 
2, 2, 2020, Accidental, 186, 336, 391, eco39, 4.9, 1, 186, InitialAttack, 1, 0.8, 0.85, 0.85, 184, 184, 0.9, 1, 0, 0, 0.06, 0, 0, 21, 22.2, 21.4, 21.4, 0, 0, 0.46, 32.1, 0, 0, 
3, 4, 2020, Accidental, 180, 341, 385, eco14, 0.4, 1, 180, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.01, 0, 0, 13, 2.7, 25, 25, 0, 0, 0.51, 37.8, 0, 0, 
4, 4, 2020, Accidental, 230, 368, 424, eco16, 5.7, 1, 230, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0.6, 34.1, 29.2, 5, 0, 0.8, 50, 0, 0, 
5, 4, 2020, Accidental, 248, 380, 420, eco16, 23.1, 1, 248, InitialAttack, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 34, 24.3, 9.8, 0, 0.85, 48.8, 0, 0, 
6, 5, 2020, Accidental, 351, 408, 412, eco16, 1.7, 1, 351, InitialAttack, 1, 0.8, 0.28, 0.28, 27, 27, 0.4, 0, 1, 0, 0.05, 0, 0, 16, 6.2, 8.8, 8.2, 0, 0.6, 0.17, 13.4, 0, 0, 
7, 6, 2020, Accidental, 22, 377, 410, eco100, 0.1, 1, 22, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.16, 0, 0, 13, 9.3, 13.2, 13.2, 0, 0, 0.32, 19.1, 0, 0, 
8, 7, 2020, Accidental, 97, 358, 360, eco100, 0, 1, 97, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.11, 0, 0, 12, 14.9, 20.1, 20.1, 0, 0, 0.46, 29.6, 0, 0, 
9, 12, 2020, Accidental, 37, 412, 423, eco16, 0, 1, 37, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.05, 0, 0, 27, 17.5, 22.3, 22.3, 0, 0, 0.43, 34.3, 0, 0, 
10, 14, 2020, Accidental, 212, 424, 437, eco106, 27, 6, 217, Weather, 146, 118.3, 4.13, 11.85, 2730, 17895, 18.2, 0.08, 0.91, 0.01, 0.53, 0.52, 375, 1895, 8652.8, 5259.9, 3388.6, 568.2, 1303, 105.73, 8000.9, 215, 31.8, 
