EventID,SimulationYear,Day,FWI,BurnHours,CellsBurned,CumulativeAreaHa,MaxRos,MaxIntensity,Suppressed,
1, 3, 227, 19, 4.8, 5, 4.1, 3.18, 2492, no, 
1, 3, 228, 22.3, 6.5, 15, 16.2, 4.77, 3581, yes, 
1, 3, 229, 26.7, 8.9, 45, 52.7, 9.19, 7017, yes, 
1, 3, 230, 38.6, 15.2, 708, 626.1, 38.95, 57379, yes, 
