EventID,SimulationYear,CalendarYear,Cause,IgnitionDay,IgnitionRow,IgnitionColumn,Ecoregion,IgnitionFWI,DaysActive,EndDay,EndReason,Cells,AreaHa,MeanRos,MaxRos,MeanIntensity,MaxIntensity,MaxFlameLength,FractionSurface,FractionPassive,FractionActive,MeanCanopyMortality,FractionHighSeverity,CohortsKilled,CohortsPartial,BiomassKilledMg,ConsumptionMg,SurfaceConsumptionMg,DuffConsumptionMg,CanopyConsumptionMg,PM25Mg,CO2Mg,PeakDay,PeakDayFWI,
1, 3, 1992, Accidental, 227, 358, 413, eco109, 19, 5, 231, Contained, 773, 626.1, 7.91, 38.95, 7187, 57379, 39.6, 0.09, 0.83, 0.08, 0.66, 0.65, 6962, 10095, 93979.7, 37142.8, 23577.1, 3319, 10246.7, 741.21, 56591.4, 230, 38.6, 
