SimulationYear,CalendarYear,IgnitionAttempts,Fires,LightningFires,AccidentalFires,CellsBurned,AreaBurnedHa,LargestFireHa,FractionHighSeverity,FractionCrownFire,FirstFireDay,LastFireDay,BiomassKilledMg,ConsumptionMg,PM25Mg,CO2Mg,FiresContained,MeanFWI,MaxFWI,
1, 2017, 3, 3, 1, 2, 7173, 5810.1, 4942.6, 0.34, 0.67, 216, 236, 441312, 388021, 8150.4, 584216, 1, 4.7, 38.2, 
2, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 150, 150, 0, 8, 0.1, 13, 0, 2.4, 25.2, 
3, 2017, 2, 2, 0, 2, 22, 17.8, 17, 0.36, 0.64, 127, 266, 719, 1096, 26, 1599, 1, 6.2, 42.8, 
4, 2017, 3, 3, 0, 3, 3, 2.4, 0.8, 0, 0, 63, 286, 10, 42, 0.8, 64, 0, 1.3, 19.7, 
5, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 18.3, 
6, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7, 30.2, 
7, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 1, 129, 129, 59, 31, 0.5, 49, 1, 4.1, 29, 
8, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 230, 230, 1, 65, 1.7, 92, 1, 4.9, 33.7, 
9, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 306, 306, 0, 3, 0.1, 4, 0, 2.4, 25.2, 
10, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 201, 201, 0, 13, 0.3, 18, 0, 2.6, 25.3, 
11, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 21.3, 
12, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3, 25.5, 
13, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 17.4, 
14, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6, 34.1, 
15, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 19.7, 
16, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 245, 245, 17, 26, 0.5, 40, 0, 2.4, 25.2, 
17, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 227, 227, 2, 13, 0.3, 19, 1, 3.5, 43.2, 
18, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 30.5, 
19, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 14.2, 
20, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 1, 139, 139, 14, 15, 0.3, 22, 0, 2.4, 30.5, 
21, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5, 43.2, 
22, 2017, 1, 1, 0, 1, 248, 200.9, 200.9, 0.23, 0.81, 238, 238, 12484, 14378, 321, 21323, 1, 4.9, 33.7, 
23, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5, 43.2, 
24, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 14.2, 
25, 2017, 1, 1, 1, 0, 1, 0.8, 0.8, 0, 0, 262, 262, 0, 3, 0.1, 4, 1, 3.3, 25.5, 
