EventID,SimulationYear,CalendarYear,Cause,IgnitionDay,IgnitionRow,IgnitionColumn,Ecoregion,IgnitionFWI,DaysActive,EndDay,EndReason,Cells,AreaHa,MeanRos,MaxRos,MeanIntensity,MaxIntensity,MaxFlameLength,FractionSurface,FractionPassive,FractionActive,MeanCanopyMortality,FractionHighSeverity,CohortsKilled,CohortsPartial,BiomassKilledMg,ConsumptionMg,SurfaceConsumptionMg,DuffConsumptionMg,CanopyConsumptionMg,PM25Mg,CO2Mg,PeakDay,PeakDayFWI,
1, 3, 1996, Accidental, 19, 404, 422, eco110, 0, 1, 19, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.13, 0, 0, 13, 6, 14.5, 14.5, 0, 0, 0.35, 21.1, 0, 0, 
2, 3, 1996, Accidental, 182, 343, 425, eco14, 5.2, 1, 182, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 1, 19.7, 19.7, 0, 0, 0.43, 29.4, 0, 0, 
3, 4, 1996, Accidental, 17, 352, 428, eco14, 0, 1, 17, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.02, 0, 0, 19, 7.7, 27.5, 27.5, 0, 0, 0.55, 41.9, 0, 0, 
4, 4, 1996, Accidental, 233, 333, 437, eco12, 27.5, 11, 243, Weather, 922, 746.8, 5.27, 38.92, 4734, 49788, 36, 0.11, 0.85, 0.04, 0.5, 0.45, 5719, 13768, 85623.6, 50580.5, 31155.4, 8905.4, 10519.8, 1065.29, 76106.6, 241, 42.7, 
5, 4, 1996, Accidental, 234, 361, 413, eco109, 36.6, 26, 259, Weather, 5315, 4305.2, 4.74, 40.88, 3616, 50405, 36.3, 0.18, 0.8, 0.02, 0.48, 0.45, 27900, 74167, 396370.1, 274084.3, 175104.6, 53737.5, 45242.2, 5961.69, 409162.7, 257, 26.6, 
6, 6, 1996, Accidental, 278, 364, 436, eco100, 0.2, 1, 278, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 23.3, 18.3, 5, 0, 0.6, 33.2, 0, 0, 
7, 9, 1996, Lightning, 219, 373, 353, eco100, 0, 1, 219, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0.26, 14.2, 0, 0, 
8, 10, 1996, Accidental, 195, 391, 369, eco164, 13.3, 1, 195, InitialAttack, 1, 0.8, 0.19, 0.19, 33, 33, 0.4, 0, 1, 0, 0.17, 0, 0, 15, 12.5, 17, 16.6, 0, 0.4, 0.39, 25, 0, 0, 
9, 13, 1996, Accidental, 316, 358, 424, eco105, 0, 1, 316, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.03, 0, 0, 27, 13.5, 26.8, 26.8, 0, 0, 0.54, 40.8, 0, 0, 
10, 17, 1996, Accidental, 37, 425, 376, eco20, 0, 1, 37, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.06, 0, 0, 19, 10.8, 15.7, 15.7, 0, 0, 0.34, 23.5, 0, 0, 
11, 18, 1996, Accidental, 153, 349, 365, eco16, 0, 1, 153, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.04, 0, 0, 16, 16, 24.6, 24.6, 0, 0, 0.53, 36.8, 0, 0, 
12, 19, 1996, Accidental, 148, 344, 332, eco125, 1.3, 1, 148, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.05, 0, 0, 26, 14.7, 20.4, 20.4, 0, 0, 0.43, 30.7, 0, 0, 
13, 20, 1996, Lightning, 238, 412, 419, eco16, 13.6, 1, 238, InitialAttack, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.01, 0, 0, 7, 2.7, 57.5, 42.8, 14.7, 0, 1.28, 85.3, 0, 0, 
14, 23, 1996, Lightning, 149, 390, 438, eco16, 10, 1, 149, InitialAttack, 1, 0.8, 0.87, 0.87, 137, 137, 0.7, 0, 1, 0, 0.07, 0, 1, 10, 6.1, 12, 11, 0, 1, 0.22, 18.5, 0, 0, 
15, 25, 1996, Accidental, 52, 351, 399, eco14, 0, 1, 52, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.06, 0, 0, 10, 13.2, 15.3, 15.3, 0, 0, 0.3, 23.4, 0, 0, 
16, 29, 1996, Accidental, 281, 340, 427, eco12, 24.8, 16, 296, Weather, 2725, 2207.3, 3.84, 34.79, 3222, 61047, 41.2, 0.25, 0.73, 0.01, 0.26, 0.22, 4556, 41180, 140162.6, 180157.2, 125979.5, 37809.6, 16368.2, 4078.11, 266211.4, 294, 27.8, 
17, 31, 1996, Accidental, 241, 430, 392, eco16, 12.9, 1, 241, InitialAttack, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.02, 0, 0, 8, 4, 39.2, 32.8, 6.3, 0, 0.92, 57.2, 0, 0, 
18, 38, 1996, Accidental, 54, 407, 374, eco164, 0, 1, 54, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.2, 0, 0, 8, 22.5, 13.7, 13.7, 0, 0, 0.3, 20.4, 0, 0, 
19, 40, 1996, Accidental, 270, 402, 420, eco110, 15.9, 1, 270, InitialAttack, 1, 0.8, 1.53, 1.53, 1078, 1078, 1.9, 0, 1, 0, 0.08, 0, 1, 25, 29.6, 66.6, 55.5, 6.8, 4.3, 1.49, 98.8, 0, 0, 
