statistic,observed,ember,ratio,label
fires_per_year,0.665466381853321,0.475,0.713785118155972,pass4_s5555
lightning_fires_per_year,0.245861963738911,0.075,0.305049218917184,pass4_s5555
fire_size_median,1,1,1,pass4_s5555
fire_size_p90,1,1282.6,1282.6,pass4_s5555
fraction_fires_gt10,0.0295566502463054,0.157894736842105,5.3421052631579,pass4_s5555
fraction_fires_gt100,0.0167487684729064,0.157894736842105,9.42724458204335,pass4_s5555
annual_fraction_burned_fpa,0.00255391986643236,0.0240156216563236,9.40343586029253,pass4_s5555
annual_fraction_burned_mtbs,0.003639630975609,0.0240156216563236,6.59836720185764,pass4_s5555
ignition_doy_median,221,195,0.882352941176471,pass4_s5555
ignition_doy_p10,176,33.4,0.189772727272727,pass4_s5555
ignition_doy_p90,265,278.6,1.05132075471698,pass4_s5555
fraction_area_high_severity_mtbs,0.418807906637985,0.379388505235019,0.905877131787199,pass4_s5555
