statistic,observed,ember,ratio,label
fires_per_year,0.665466381853321,0.25,0.375676377976827,pass3_s6666
lightning_fires_per_year,0.245861963738911,0.075,0.305049218917184,pass3_s6666
fire_size_median,1,1,1,pass3_s6666
fire_size_p90,1,41.8999999999999,41.8999999999999,pass3_s6666
fraction_fires_gt10,0.0295566502463054,0.2,6.76666666666667,pass3_s6666
fraction_fires_gt100,0.0167487684729064,0.1,5.97058823529412,pass3_s6666
annual_fraction_burned_fpa,0.00255391986643236,0.000850631286111705,0.333068902157833,pass3_s6666
annual_fraction_burned_mtbs,0.003639630975609,0.000850631286111705,0.233713607728974,pass3_s6666
ignition_doy_median,221,238,1.07692307692308,pass3_s6666
ignition_doy_p10,176,203.4,1.15568181818182,pass3_s6666
ignition_doy_p90,265,260.9,0.984528301886792,pass3_s6666
fraction_area_high_severity_mtbs,0.418807906637985,0,0,pass3_s6666
