EventID,SimulationYear,CalendarYear,Cause,IgnitionDay,IgnitionRow,IgnitionColumn,Ecoregion,IgnitionFWI,DaysActive,EndDay,EndReason,Cells,AreaHa,MeanRos,MaxRos,MeanIntensity,MaxIntensity,MaxFlameLength,FractionSurface,FractionPassive,FractionActive,MeanCanopyMortality,FractionHighSeverity,CohortsKilled,CohortsPartial,BiomassKilledMg,ConsumptionMg,SurfaceConsumptionMg,DuffConsumptionMg,CanopyConsumptionMg,PM25Mg,CO2Mg,PeakDay,PeakDayFWI,
1, 6, 1991, Accidental, 250, 345, 421, eco14, 8, 1, 250, InitialAttack, 1, 0.8, 0.49, 0.49, 57, 57, 0.5, 1, 0, 0, 0.02, 0, 0, 20, 7.8, 33.5, 33.5, 0, 0, 0.7, 50.4, 0, 0, 
2, 6, 1991, Accidental, 255, 329, 370, eco45, 10.8, 2, 256, Weather, 1, 0.8, 1.31, 1.31, 91, 91, 0.6, 1, 0, 0, 0.1, 0, 0, 14, 19.8, 24.2, 24.2, 0, 0, 0.53, 36.2, 0, 0, 
3, 10, 1991, Lightning, 227, 345, 431, eco14, 14.6, 2, 228, Weather, 1, 0.8, 0.29, 0.29, 37, 37, 0.4, 0, 1, 0, 0.03, 0, 0, 26, 9.2, 36.7, 33.8, 1.6, 1.3, 0.79, 54.8, 0, 0, 
4, 22, 1991, Lightning, 269, 374, 399, eco17, 10.6, 1, 269, InitialAttack, 1, 0.8, 0.6, 0.6, 64, 64, 0.5, 1, 0, 0, 0.02, 0, 0, 19, 8, 37.4, 37.4, 0, 0, 0.78, 56.4, 0, 0, 
5, 25, 1991, Accidental, 260, 436, 430, eco106, 27.6, 1, 260, InitialAttack, 4, 3.2, 0.56, 0.73, 63, 106, 0.7, 0.75, 0.25, 0, 0.12, 0, 0, 66, 74.5, 230.5, 177, 52.3, 1.2, 5.36, 338, 260, 27.6, 
6, 27, 1991, Accidental, 232, 411, 436, eco16, 26, 11, 242, Weather, 293, 237.3, 1.45, 13.4, 292, 15329, 16.4, 0.91, 0.09, 0, 0.07, 0, 101, 5504, 5260.3, 17947.9, 14201.5, 3569, 177.3, 404.21, 26556.4, 240, 29, 
7, 30, 1991, Accidental, 211, 401, 437, eco106, 16.6, 1, 211, InitialAttack, 1, 0.8, 0.63, 0.63, 49, 49, 0.5, 1, 0, 0, 0.07, 0, 0, 24, 16.8, 20.5, 20.2, 0.3, 0, 0.41, 31.2, 0, 0, 
8, 31, 1991, Accidental, 214, 436, 376, eco164, 13.8, 1, 214, InitialAttack, 1, 0.8, 0.62, 0.62, 79, 79, 0.6, 1, 0, 0, 0.05, 0, 0, 40, 20.7, 43.5, 43.5, 0, 0, 0.93, 65.2, 0, 0, 
9, 38, 1991, Lightning, 244, 416, 417, eco16, 31.9, 1, 244, InitialAttack, 14, 11.3, 1.76, 4.8, 202, 669, 1.5, 0.93, 0.07, 0, 0.07, 0, 7, 238, 282, 965.4, 729.7, 233.6, 2.1, 22.56, 1414.5, 244, 31.9, 
10, 39, 1991, Accidental, 135, 345, 429, eco14, 4, 1, 135, InitialAttack, 1, 0.8, 0.29, 0.29, 30, 30, 0.4, 1, 0, 0, 0.03, 0, 0, 12, 9.9, 32.7, 32.7, 0, 0, 0.69, 49.2, 0, 0, 
