SimulationYear,Day,FireDanger,LightningAttempts,LightningFires,AccidentalAttempts,AccidentalFires,ActiveFires,
6, 250, 7.8, 0, 0, 1, 1, 0, 
6, 255, 12.5, 0, 0, 1, 1, 1, 
9, 271, 0, 0, 0, 1, 0, 0, 
10, 227, 14.1, 1, 1, 0, 0, 1, 
13, 280, 1.7, 0, 0, 1, 0, 0, 
14, 169, 0, 0, 0, 1, 0, 0, 
18, 342, 0.7, 0, 0, 1, 0, 0, 
19, 97, 0, 1, 0, 0, 0, 0, 
22, 269, 10.9, 1, 1, 0, 0, 0, 
24, 341, 0, 0, 0, 1, 0, 0, 
25, 252, 13.1, 0, 0, 1, 0, 0, 
25, 260, 25.4, 0, 0, 1, 1, 0, 
27, 174, 13, 0, 0, 1, 0, 0, 
27, 206, 8.8, 0, 0, 1, 0, 0, 
27, 232, 22.2, 0, 0, 1, 1, 1, 
27, 233, 26.4, 0, 0, 0, 0, 1, 
27, 234, 18.2, 0, 0, 0, 0, 1, 
27, 235, 17.9, 0, 0, 0, 0, 1, 
27, 236, 19.6, 0, 0, 0, 0, 1, 
27, 237, 18.8, 0, 0, 0, 0, 1, 
27, 238, 18.6, 0, 0, 0, 0, 1, 
27, 239, 22.3, 0, 0, 0, 0, 1, 
27, 240, 23.8, 0, 0, 0, 0, 1, 
27, 241, 11.3, 0, 0, 0, 0, 1, 
30, 211, 18, 0, 0, 1, 1, 0, 
31, 214, 15.5, 0, 0, 1, 1, 0, 
38, 201, 23.5, 0, 0, 1, 0, 0, 
38, 244, 30.3, 1, 1, 0, 0, 0, 
38, 350, 0, 1, 0, 0, 0, 0, 
39, 135, 3.7, 0, 0, 1, 1, 0, 
39, 363, 0, 0, 0, 1, 0, 0, 
