statistic,observed,ember,ratio,label
fires_per_year,0.665466381853321,0.55,0.82648803154902,pass6_s3333
lightning_fires_per_year,0.245861963738911,0.15,0.610098437834369,pass6_s3333
fire_size_median,1,5.5,5.5,pass6_s3333
fire_size_p90,1,290.3,290.3,pass6_s3333
fraction_fires_gt10,0.0295566502463054,0.409090909090909,13.8409090909091,pass6_s3333
fraction_fires_gt100,0.0167487684729064,0.227272727272727,13.5695187165775,pass6_s3333
annual_fraction_burned_fpa,0.00255391986643236,0.00509041301091376,1.99317648052313,pass6_s3333
annual_fraction_burned_mtbs,0.003639630975609,0.00509041301091376,1.39860690411396,pass6_s3333
ignition_doy_median,221,237,1.07239819004525,pass6_s3333
ignition_doy_p10,176,214.1,1.21647727272727,pass6_s3333
ignition_doy_p90,265,285.9,1.0788679245283,pass6_s3333
fraction_area_high_severity_mtbs,0.418807906637985,0.533772990015765,1.27450552283187,pass6_s3333
