EventID,SimulationYear,Day,FWI,BurnHours,CellsBurned,CumulativeAreaHa,MaxRos,MaxIntensity,Suppressed,
1, 1, 216, 34.5, 13.1, 13, 10.5, 1.27, 265, no, 
1, 1, 217, 28.5, 9.9, 26, 31.6, 1.7, 435, yes, 
1, 1, 218, 24.8, 7.9, 21, 48.6, 1.43, 399, yes, 
1, 1, 219, 25.8, 8.4, 27, 70.5, 1.62, 431, yes, 
1, 1, 220, 24.6, 7.7, 25, 90.7, 1.6, 474, yes, 
1, 1, 221, 23.5, 7.1, 14, 102.1, 1.49, 236, yes, 
1, 1, 222, 26.9, 9, 22, 119.9, 2.76, 534, yes, 
1, 1, 223, 30.4, 10.9, 25, 140.1, 2.48, 422, yes, 
1, 1, 224, 27.5, 9.3, 22, 158, 1.92, 323, yes, 
2, 2, 254, 17.7, 4.1, 3, 2.4, 1.16, 134, no, 
3, 3, 286, 24.8, 7.9, 5, 4.1, 1.85, 173, no, 
3, 3, 287, 28.5, 9.8, 8, 10.5, 2.24, 228, yes, 
3, 3, 288, 40.7, 16, 29, 34, 3.38, 432, yes, 
3, 3, 289, 34.9, 13.3, 25, 54.3, 1.8, 175, yes, 
3, 3, 290, 30.8, 11, 19, 69.7, 2.97, 474, yes, 
3, 3, 291, 26.7, 8.9, 10, 77.8, 1.67, 155, yes, 
3, 3, 292, 28.1, 9.6, 11, 86.7, 2.74, 660, yes, 
3, 3, 293, 41.1, 16, 16, 99.6, 2.69, 725, yes, 
3, 3, 294, 22.8, 6.8, 2, 101.3, 0.86, 78, yes, 
4, 15, 226, 24.3, 7.6, 1, 0.8, 0, 0, no, 
5, 22, 211, 34.1, 12.9, 40, 32.4, 6.62, 994, no, 
6, 25, 267, 17.7, 4.1, 3, 2.4, 2.03, 164, no, 
