SimulationYear,CalendarYear,IgnitionAttempts,Fires,LightningFires,AccidentalFires,CellsBurned,AreaBurnedHa,LargestFireHa,FractionHighSeverity,FractionCrownFire,FirstFireDay,LastFireDay,BiomassKilledMg,ConsumptionMg,PM25Mg,CO2Mg,FiresContained,MeanFWI,MaxFWI,
1, 2017, 2, 1, 1, 0, 195, 157.9, 158, 0, 0, 216, 216, 2286, 8472, 168.8, 12913, 0, 4.7, 38.2, 
2, 2017, 1, 1, 0, 1, 3, 2.4, 2.4, 0, 0, 254, 254, 26, 100, 2.2, 149, 1, 2.4, 25.2, 
3, 2017, 2, 1, 0, 1, 125, 101.3, 101.3, 0, 0.03, 286, 286, 1404, 7490, 176, 10958, 0, 6.2, 42.8, 
4, 2017, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 19.7, 
5, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 18.3, 
6, 2017, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7, 30.2, 
7, 2017, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1, 29, 
8, 2017, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.9, 33.7, 
9, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 25.2, 
10, 2017, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 25.3, 
11, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 21.3, 
12, 2017, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3, 25.5, 
13, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 17.4, 
14, 2017, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6, 34.1, 
15, 2017, 2, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 226, 226, 17, 24, 0.5, 35, 1, 1.3, 19.7, 
16, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 25.2, 
17, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5, 43.2, 
18, 2017, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 30.5, 
19, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 14.2, 
20, 2017, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 30.5, 
21, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5, 43.2, 
22, 2017, 1, 1, 0, 1, 40, 32.4, 32.4, 0, 0.1, 211, 211, 716, 1946, 42.8, 2897, 1, 4.9, 33.7, 
23, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5, 43.2, 
24, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 14.2, 
25, 2017, 2, 1, 0, 1, 3, 2.4, 2.4, 0, 0, 267, 267, 67, 120, 2.7, 178, 1, 3.3, 25.5, 
26, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7, 46.9, 
27, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 17.4, 
28, 2017, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1, 29, 
29, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1, 29.6, 
30, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6, 28.5, 
31, 2017, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1, 29, 
32, 2017, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 25.2, 
33, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19.9, 
34, 2017, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 14.2, 
35, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 30.5, 
