statistic,observed,ember,ratio,label
fires_per_year,0.665466381853321,0.15,0.225405826786096,pass3_s4444
lightning_fires_per_year,0.245861963738911,0.025,0.101683072972395,pass3_s4444
fire_size_median,1,21.5,21.5,pass3_s4444
fire_size_p90,1,160,160,pass3_s4444
fraction_fires_gt10,0.0295566502463054,0.5,16.9166666666667,pass3_s4444
fraction_fires_gt100,0.0167487684729064,0.333333333333333,19.9019607843137,pass3_s4444
annual_fraction_burned_fpa,0.00255391986643236,0.000981703402525144,0.384390839911713,pass3_s4444
annual_fraction_burned_mtbs,0.003639630975609,0.000981703402525144,0.269726081875892,pass3_s4444
ignition_doy_median,221,240,1.08597285067873,pass3_s4444
ignition_doy_p10,176,213.5,1.21306818181818,pass3_s4444
ignition_doy_p90,265,276.5,1.04339622641509,pass3_s4444
fraction_area_high_severity_mtbs,0.418807906637985,0,0,pass3_s4444
