EventID,SimulationYear,CalendarYear,Cause,IgnitionDay,IgnitionRow,IgnitionColumn,Ecoregion,IgnitionFWI,DaysActive,EndDay,EndReason,Cells,AreaHa,MeanRos,MaxRos,MeanIntensity,MaxIntensity,MaxFlameLength,FractionSurface,FractionPassive,FractionActive,MeanCanopyMortality,FractionHighSeverity,CohortsKilled,CohortsPartial,BiomassKilledMg,ConsumptionMg,SurfaceConsumptionMg,DuffConsumptionMg,CanopyConsumptionMg,PM25Mg,CO2Mg,PeakDay,PeakDayFWI,
1, 3, 1996, Lightning, 207, 334, 385, eco14, 16.9, 1, 207, InitialAttack, 9, 7.3, 2.7, 4.54, 1456, 3476, 3.3, 0, 1, 0, 0.41, 0.11, 43, 190, 533, 274.9, 203.7, 0, 71.2, 5.36, 421.1, 207, 16.9, 
2, 3, 1996, Accidental, 281, 343, 425, eco14, 5, 1, 281, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 1, 21.1, 21.1, 0, 0, 0.47, 31.4, 0, 0, 
3, 5, 1996, Accidental, 249, 359, 388, eco109, 39.7, 8, 256, Contained, 3305, 2677.1, 3.97, 26.57, 3354, 29454, 25.4, 0.1, 0.9, 0, 0.45, 0.42, 14193, 59248, 269777.5, 197150.2, 121312.2, 41233.7, 34604.4, 4246.56, 295027.7, 256, 36.6, 
4, 6, 1996, Accidental, 261, 348, 332, eco125, 0.8, 1, 261, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.1, 0, 0, 32, 20.7, 23.1, 23.1, 0, 0, 0.52, 34.2, 0, 0, 
5, 9, 1996, Lightning, 191, 349, 357, eco16, 3.3, 1, 191, InitialAttack, 1, 0.8, 0.2, 0.2, 41, 41, 0.4, 0, 1, 0, 0.13, 0, 0, 15, 13.9, 16.1, 14.8, 0, 1.3, 0.36, 23.9, 0, 0, 
6, 9, 1996, Accidental, 205, 339, 427, eco12, 7.9, 1, 205, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.04, 0, 0, 9, 1.3, 12.4, 12.4, 0, 0, 0.31, 17.8, 0, 0, 
7, 11, 1996, Accidental, 304, 435, 331, eco38, 0, 1, 304, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.11, 0, 0, 13, 15.2, 20.2, 20.2, 0, 0, 0.46, 29.7, 0, 0, 
8, 12, 1996, Accidental, 172, 340, 375, eco14, 0.2, 1, 172, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.05, 0, 0, 18, 16.4, 26.4, 26.4, 0, 0, 0.57, 39.4, 0, 0, 
9, 15, 1996, Lightning, 148, 346, 423, eco14, 0.1, 1, 148, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.06, 0, 0, 7, 2.4, 10.3, 10.3, 0, 0, 0.25, 15, 0, 0, 
10, 17, 1996, Lightning, 234, 380, 406, eco17, 15.3, 1, 234, InitialAttack, 1, 0.8, 0.27, 0.27, 223, 223, 0.9, 1, 0, 0, 0.02, 0, 0, 20, 2, 75.5, 73.5, 2, 0, 1.91, 108.1, 0, 0, 
11, 18, 1996, Lightning, 175, 363, 395, eco14, 13.4, 1, 175, InitialAttack, 1, 0.8, 0.38, 0.38, 79, 79, 0.6, 1, 0, 0, 0.04, 0, 1, 16, 14.5, 22.8, 22.8, 0, 0, 0.45, 34.7, 0, 0, 
12, 18, 1996, Accidental, 199, 377, 427, eco100, 15.3, 1, 199, InitialAttack, 1, 0.8, 0.27, 0.27, 118, 118, 0.7, 1, 0, 0, 0.03, 0, 0, 15, 1.4, 39.6, 39.2, 0.4, 0, 0.99, 56.8, 0, 0, 
13, 19, 1996, Lightning, 228, 387, 429, eco100, 21.7, 1, 228, InitialAttack, 1, 0.8, 0.76, 0.76, 238, 238, 1, 0, 1, 0, 0.04, 0, 1, 10, 6.6, 31.3, 25.9, 4.5, 0.9, 0.74, 45.7, 0, 0, 
14, 19, 1996, Accidental, 229, 411, 425, eco16, 27.2, 3, 231, Contained, 179, 145, 2.38, 18.59, 2782, 40821, 31.5, 0.26, 0.72, 0.03, 0.29, 0.25, 701, 3191, 13519, 12566.6, 8241.4, 2389.8, 1935.4, 268.14, 18848.9, 231, 20.7, 
15, 20, 1996, Accidental, 182, 339, 358, eco16, 1.7, 1, 182, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.06, 0, 0, 36, 21.8, 34.3, 34.3, 0, 0, 0.71, 51.8, 0, 0, 
16, 21, 1996, Accidental, 182, 343, 334, eco125, 7.7, 1, 182, InitialAttack, 1, 0.8, 0.63, 0.63, 163, 163, 0.8, 1, 0, 0, 0.04, 0, 0, 28, 15.5, 27.5, 27.5, 0, 0, 0.57, 41.7, 0, 0, 
17, 22, 1996, Accidental, 169, 430, 371, eco164, 0.1, 1, 169, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.15, 0, 0, 11, 15.2, 15.8, 15.8, 0, 0, 0.35, 23.5, 0, 0, 
18, 23, 1996, Lightning, 213, 428, 367, eco164, 12.4, 2, 214, Contained, 4, 3.2, 3.54, 6.09, 3947, 9403, 5.2, 0, 1, 0, 0.85, 0.75, 31, 30, 514.1, 176.8, 96.6, 0, 80.2, 3.03, 277.9, 213, 12.4, 
19, 23, 1996, Lightning, 241, 408, 411, eco16, 22.5, 1, 241, InitialAttack, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 13.1, 10.6, 2.4, 0, 0.34, 18.6, 0, 0, 
20, 26, 1996, Accidental, 290, 350, 368, eco100, 14.3, 1, 290, InitialAttack, 2, 1.6, 1.98, 2.15, 1273, 1503, 2.2, 0, 1, 0, 0.11, 0, 5, 53, 63.4, 113.2, 83.8, 16.8, 12.6, 2.44, 169.5, 290, 14.3, 
21, 31, 1996, Lightning, 189, 366, 374, eco100, 19.2, 1, 189, InitialAttack, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.78, 0, 0, 1, 0.8, 6.7, 6.7, 0, 0, 0.17, 9.5, 0, 0, 
22, 31, 1996, Accidental, 223, 417, 419, eco16, 17.9, 1, 223, InitialAttack, 13, 10.5, 1.88, 2.74, 2538, 4166, 3.6, 0.15, 0.85, 0, 0.47, 0.38, 67, 231, 1839, 1087.4, 698.9, 138.7, 249.7, 22.22, 1647.9, 223, 17.9, 
23, 34, 1996, Accidental, 183, 439, 406, eco14, 2.1, 1, 183, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.03, 0, 0, 24, 14.7, 29.8, 29.8, 0, 0, 0.62, 45, 0, 0, 
24, 38, 1996, Accidental, 261, 413, 393, eco164, 9, 1, 261, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.54, 0, 0, 1, 13.2, 13.4, 11, 2.5, 0, 0.33, 19.4, 0, 0, 
25, 38, 1996, Lightning, 271, 394, 437, eco16, 33.5, 2, 272, Contained, 108, 87.5, 4.96, 17.61, 7068, 36153, 29.1, 0.05, 0.85, 0.1, 0.73, 0.72, 863, 883, 20212.5, 9247.1, 5406.1, 1712.3, 2128.7, 192.85, 13946.5, 271, 33.5, 
26, 40, 1996, Accidental, 280, 391, 411, eco100, 22.4, 1, 280, InitialAttack, 1, 0.8, 1.55, 1.55, 1145, 1145, 2, 1, 0, 0, 0.07, 0, 0, 24, 14, 89.5, 73.1, 16.4, 0, 2.05, 131.8, 0, 0, 
