EventID,SimulationYear,Day,FWI,BurnHours,CellsBurned,CumulativeAreaHa,MaxRos,MaxIntensity,Suppressed,
1, 1, 284, 24.4, 7.6, 45, 36.5, 12.02, 7632, no, 
2, 3, 145, 0.5, 0, 1, 0.8, 0, 0, no, 
3, 10, 146, 4, 0, 1, 0.8, 0, 0, no, 
4, 10, 269, 14.2, 2.2, 5, 4.1, 5.97, 3530, no, 
5, 15, 181, 0.1, 0, 1, 0.8, 0, 0, no, 
6, 21, 300, 0, 0, 1, 0.8, 0, 0, no, 
7, 26, 243, 18.1, 4.3, 4, 3.2, 3.78, 5664, no, 
8, 27, 123, 3.5, 0, 1, 0.8, 0, 0, no, 
9, 29, 140, 0, 0, 1, 0.8, 0, 0, no, 
10, 29, 222, 14.3, 2.2, 1, 0.8, 0, 0, no, 
11, 30, 242, 23.4, 7.1, 1, 0.8, 0, 0, no, 
12, 32, 158, 12.5, 1.3, 1, 0.8, 0, 0, no, 
13, 32, 167, 6.6, 0, 1, 0.8, 0, 0, no, 
14, 34, 229, 11.4, 0, 1, 0.8, 0, 0, no, 
15, 36, 159, 7.6, 0, 1, 0.8, 0, 0, no, 
16, 39, 193, 7.4, 0, 1, 0.8, 0, 0, no, 
17, 40, 273, 0, 0, 1, 0.8, 0, 0, no, 
