EventID,SimulationYear,Day,FWI,BurnHours,CellsBurned,CumulativeAreaHa,MaxRos,MaxIntensity,Suppressed,
1, 1, 242, 32.8, 12.2, 123, 99.6, 16.73, 10960, no, 
1, 1, 243, 26.7, 8.9, 74, 159.6, 12.53, 16149, yes, 
2, 5, 193, 0, 0, 1, 0.8, 0, 0, no, 
3, 7, 272, 19.6, 5.1, 8, 6.5, 2.38, 1405, no, 
4, 8, 180, 19.6, 5.1, 50, 40.5, 25.08, 46361, no, 
4, 8, 181, 20.5, 5.6, 169, 177.4, 18.84, 23808, yes, 
5, 8, 234, 32.4, 11.9, 348, 281.9, 14.3, 22808, no, 
5, 8, 235, 21.7, 6.2, 51, 323.2, 4.41, 3832, yes, 
5, 8, 236, 21.3, 6, 29, 346.7, 5.49, 4955, yes, 
5, 8, 237, 18.9, 4.7, 17, 360.5, 2.57, 1999, yes, 
5, 8, 238, 29.5, 10.4, 201, 523.3, 12.42, 11110, yes, 
5, 8, 239, 25.4, 8.2, 187, 674.7, 7.29, 7162, yes, 
5, 8, 240, 18.5, 4.5, 11, 683.6, 1.57, 708, yes, 
6, 8, 250, 35.3, 13.5, 290, 234.9, 15.94, 19350, no, 
7, 9, 229, 0.1, 0, 1, 0.8, 0, 0, no, 
8, 12, 205, 16.7, 3.5, 2, 1.6, 2.22, 763, no, 
9, 14, 213, 27.6, 9.4, 164, 132.8, 13.81, 14779, no, 
10, 14, 223, 28.9, 10.1, 1, 0.8, 0, 0, no, 
11, 14, 235, 37.9, 14.8, 35, 28.4, 11.21, 7681, no, 
12, 15, 221, 13, 1.5, 1, 0.8, 0, 0, no, 
13, 18, 151, 0.3, 0, 1, 0.8, 0, 0, no, 
14, 18, 294, 0, 0, 1, 0.8, 0, 0, no, 
15, 19, 185, 0.8, 0, 1, 0.8, 0, 0, no, 
16, 21, 230, 24, 7.5, 27, 21.9, 7.64, 6668, no, 
17, 21, 243, 22.4, 6.6, 1, 0.8, 0, 0, no, 
18, 21, 257, 27.2, 9.1, 27, 21.9, 8.31, 7734, no, 
18, 21, 258, 23.7, 7.3, 7, 27.5, 4.36, 1763, yes, 
18, 21, 259, 25.6, 8.3, 22, 45.4, 7.62, 9823, yes, 
18, 21, 260, 24.7, 7.8, 29, 68.9, 5.66, 5535, yes, 
19, 22, 201, 25.5, 8.2, 51, 41.3, 11.86, 12648, no, 
19, 22, 202, 17.5, 3.9, 32, 67.2, 4.76, 6293, yes, 
20, 22, 202, 14.5, 2.3, 1, 0.8, 0, 0, no, 
19, 22, 203, 21.2, 5.9, 80, 132, 9.89, 21379, yes, 
20, 22, 203, 20.7, 5.7, 2, 2.4, 3.8, 2493, yes, 
19, 22, 204, 27.8, 9.4, 336, 404.2, 29.87, 55247, yes, 
19, 22, 205, 26, 8.5, 463, 779.2, 28.06, 49875, yes, 
19, 22, 206, 21.9, 6.3, 142, 894.2, 11.43, 12190, yes, 
19, 22, 207, 23.6, 7.2, 166, 1028.7, 11.08, 11080, yes, 
19, 22, 208, 22.8, 6.8, 144, 1145.3, 14.02, 23664, yes, 
19, 22, 209, 22.4, 6.6, 130, 1250.6, 16.19, 31289, yes, 
19, 22, 210, 24.9, 7.9, 97, 1329.2, 5.32, 5095, yes, 
19, 22, 211, 34.1, 12.9, 364, 1624.1, 23.36, 42151, yes, 
19, 22, 212, 35.1, 13.4, 485, 2016.9, 27.35, 47273, yes, 
19, 22, 213, 31.7, 11.6, 824, 2684.3, 27.58, 44039, yes, 
19, 22, 214, 24.9, 7.9, 167, 2819.6, 7.53, 8354, yes, 
19, 22, 215, 24.5, 7.7, 167, 2954.9, 6.8, 10515, yes, 
19, 22, 216, 17.6, 4, 26, 2975.9, 3.34, 3260, yes, 
19, 22, 217, 20.5, 5.6, 55, 3020.5, 3.32, 3787, yes, 
21, 25, 177, 0.8, 0, 1, 0.8, 0, 0, no, 
22, 26, 240, 0.3, 0, 1, 0.8, 0, 0, no, 
23, 26, 285, 26.5, 8.7, 1, 0.8, 0, 0, no, 
24, 31, 255, 5.1, 0, 1, 0.8, 0, 0, no, 
25, 34, 272, 0, 0, 1, 0.8, 0, 0, no, 
26, 35, 242, 0.1, 0, 1, 0.8, 0, 0, no, 
27, 35, 262, 20.1, 5.3, 1, 0.8, 0, 0, no, 
28, 35, 300, 2.3, 0, 1, 0.8, 0, 0, no, 
29, 36, 227, 12.5, 1.3, 1, 0.8, 0, 0, no, 
30, 37, 135, 2.7, 0, 1, 0.8, 0, 0, no, 
